user_id,recommendation_rank,favorite_genre,show_id,title,release_year,total_sessions,total_watch_minutes,avg_rating
24,4,Romance,57,Witness Diaries 57,2018,52,5380,3.58
24,5,Romance,97,Archive Run 97,2015,50,5249,3.52
25,1,Action,13,Frontier Stories 13,1993,61,6280,3.62
25,2,Action,336,Midnight Dreams 336,1991,62,6132,3.6
25,3,Action,122,Voyage House 122,2013,61,6103,3.39
25,4,Action,270,Circuit Files 270,2025,57,6034,3.84
25,5,Action,2,Signal Road,2001,55,5899,3.75
26,1,Horror,139,Circuit Run,2000,67,6192,3.64
26,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
26,3,Horror,135,Legacy Season 135,1996,59,5939,3.66
26,4,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
26,5,Horror,23,Frontier Protocol,2019,51,5585,3.76
27,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
27,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
27,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
27,4,Thriller,254,Kingdom House 254,1992,50,4823,3.44
27,5,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
28,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
28,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
28,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
28,4,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
28,5,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
29,1,Drama,246,Frontier House 246,1996,42,4743,3.57
29,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
29,3,Drama,27,Frontier House 27,2013,33,3304,3.7
29,4,Drama,48,Frontier Files 48,1991,35,3255,3.74
29,5,Drama,67,Witness City 67,1995,32,3248,3.88
30,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
30,2,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
30,3,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
30,4,Crime,296,Voyage City 296,1998,48,5031,3.44
30,5,Crime,212,Signal Run 212,1994,48,4987,3.69
31,1,Drama,246,Frontier House 246,1996,42,4743,3.57
31,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
31,3,Drama,27,Frontier House 27,2013,33,3304,3.7
31,4,Drama,67,Witness City 67,1995,32,3248,3.88
31,5,Drama,330,Signal Protocol 330,2024,29,3203,3.59
32,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
32,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
32,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
32,4,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
32,5,Thriller,66,Witness Season 66,1999,45,4510,3.36
33,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
33,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
33,3,Thriller,232,Signal City 232,2019,49,4626,3.63
33,4,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
33,5,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
34,1,Crime,205,Horizon Files,2018,49,5247,3.78
34,2,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
34,3,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
34,4,Crime,212,Signal Run 212,1994,48,4987,3.69
34,5,Crime,220,Signal Protocol 220,2004,46,4986,3.33
35,1,Drama,246,Frontier House 246,1996,42,4743,3.57
35,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
35,3,Drama,80,Kingdom Dreams,1991,34,3379,3.59
35,4,Drama,27,Frontier House 27,2013,33,3304,3.7
35,5,Drama,48,Frontier Files 48,1991,35,3255,3.74
36,1,Animation,209,Empire Diaries 209,1998,78,7841,3.45
36,2,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
36,3,Animation,176,Witness City 176,2020,67,6803,3.6
36,4,Animation,196,Archive Dreams 196,1992,69,6770,3.33
36,5,Animation,134,Empire Road,1999,71,6580,3.56
37,1,Drama,246,Frontier House 246,1996,42,4743,3.57
37,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
37,3,Drama,80,Kingdom Dreams,1991,34,3379,3.59
37,4,Drama,27,Frontier House 27,2013,33,3304,3.7
37,5,Drama,67,Witness City 67,1995,32,3248,3.88
38,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
38,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
38,3,Crime,205,Horizon Files,2018,49,5247,3.78
38,4,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
38,5,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
39,1,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
39,2,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
39,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
39,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
39,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
40,1,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
40,2,Comedy,217,Witness Run 217,1998,52,5018,3.63
40,3,Comedy,45,Empire Run 45,2004,46,4702,3.67
40,4,Comedy,350,Empire Road 350,1999,49,4700,3.53
40,5,Comedy,263,Kingdom City 263,2004,42,4426,3.9
41,1,Romance,108,Signal City,2018,60,6327,3.4
41,2,Romance,9,Circuit Season,2009,60,5957,3.3
41,3,Romance,97,Archive Run 97,2015,50,5249,3.52
41,4,Romance,243,Pulse House 243,2005,49,5160,3.61
41,5,Romance,153,Midnight Dreams 153,2005,49,5008,3.41
42,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
42,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
42,3,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
42,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
42,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
43,1,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
43,2,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
43,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
43,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
43,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
44,1,Horror,56,Midnight City,2017,68,6902,3.37
44,2,Horror,139,Circuit Run,2000,67,6192,3.64
44,3,Horror,318,Signal Protocol 318,2018,53,5978,3.47
44,4,Horror,135,Legacy Season 135,1996,59,5939,3.66
44,5,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
45,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
45,2,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
45,3,Comedy,186,Archive House,1995,52,5033,3.58
45,4,Comedy,217,Witness Run 217,1998,52,5018,3.63
45,5,Comedy,45,Empire Run 45,2004,46,4702,3.67
46,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
46,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
46,3,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
46,4,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
46,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
47,1,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
47,2,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
47,3,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
47,4,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
47,5,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
48,1,Drama,283,Voyage Season 283,2005,37,3842,3.49
48,2,Drama,48,Frontier Files 48,1991,35,3255,3.74
48,3,Drama,67,Witness City 67,1995,32,3248,3.88
48,4,Drama,330,Signal Protocol 330,2024,29,3203,3.59
48,5,Drama,178,Circuit City 178,2002,32,3091,3.41
49,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
49,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
49,3,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
49,4,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
49,5,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
50,1,Drama,283,Voyage Season 283,2005,37,3842,3.49
50,2,Drama,80,Kingdom Dreams,1991,34,3379,3.59
50,3,Drama,48,Frontier Files 48,1991,35,3255,3.74
50,4,Drama,67,Witness City 67,1995,32,3248,3.88
50,5,Drama,330,Signal Protocol 330,2024,29,3203,3.59
51,1,Animation,209,Empire Diaries 209,1998,78,7841,3.45
51,2,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
51,3,Animation,176,Witness City 176,2020,67,6803,3.6
51,4,Animation,76,Pulse House,2025,74,6545,3.62
51,5,Animation,171,Midnight Dreams 171,2006,64,6417,3.41
52,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
52,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
52,3,Action,336,Midnight Dreams 336,1991,62,6132,3.6
52,4,Action,122,Voyage House 122,2013,61,6103,3.39
52,5,Action,270,Circuit Files 270,2025,57,6034,3.84
53,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
53,2,Action,336,Midnight Dreams 336,1991,62,6132,3.6
53,3,Action,122,Voyage House 122,2013,61,6103,3.39
53,4,Action,2,Signal Road,2001,55,5899,3.75
53,5,Action,324,Circuit Road 324,1992,58,5867,3.45
54,1,Thriller,130,Frontier House 130,2011,49,5284,3.57
54,2,Thriller,133,Signal Road 133,2021,48,5039,3.52
54,3,Thriller,254,Kingdom House 254,1992,50,4823,3.44
54,4,Thriller,232,Signal City 232,2019,49,4626,3.63
54,5,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
55,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
55,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
55,3,Thriller,133,Signal Road 133,2021,48,5039,3.52
55,4,Thriller,232,Signal City 232,2019,49,4626,3.63
55,5,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
56,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
56,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
56,3,Action,336,Midnight Dreams 336,1991,62,6132,3.6
56,4,Action,122,Voyage House 122,2013,61,6103,3.39
56,5,Action,270,Circuit Files 270,2025,57,6034,3.84
57,1,Animation,176,Witness City 176,2020,67,6803,3.6
57,2,Animation,76,Pulse House,2025,74,6545,3.62
57,3,Animation,39,Horizon City,2013,63,6425,3.38
57,4,Animation,295,Frontier City 295,2024,62,6099,3.73
57,5,Animation,341,Signal House 341,2004,61,5848,3.49
58,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
58,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
58,3,Documentary,338,Horizon Run 338,1993,57,5644,3.35
58,4,Documentary,222,Frontier Road 222,2025,52,5283,3.42
58,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
59,1,Thriller,130,Frontier House 130,2011,49,5284,3.57
59,2,Thriller,133,Signal Road 133,2021,48,5039,3.52
59,3,Thriller,254,Kingdom House 254,1992,50,4823,3.44
59,4,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
59,5,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
60,1,Drama,246,Frontier House 246,1996,42,4743,3.57
60,2,Drama,80,Kingdom Dreams,1991,34,3379,3.59
60,3,Drama,27,Frontier House 27,2013,33,3304,3.7
60,4,Drama,48,Frontier Files 48,1991,35,3255,3.74
60,5,Drama,67,Witness City 67,1995,32,3248,3.88
61,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
61,2,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
61,3,Comedy,217,Witness Run 217,1998,52,5018,3.63
61,4,Comedy,45,Empire Run 45,2004,46,4702,3.67
61,5,Comedy,350,Empire Road 350,1999,49,4700,3.53
62,1,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
62,2,Animation,227,Legacy Stories,2006,78,6931,3.37
62,3,Animation,171,Midnight Dreams 171,2006,64,6417,3.41
62,4,Animation,295,Frontier City 295,2024,62,6099,3.73
62,5,Animation,258,Signal Dreams,2009,60,6020,3.52
63,1,Drama,283,Voyage Season 283,2005,37,3842,3.49
63,2,Drama,80,Kingdom Dreams,1991,34,3379,3.59
63,3,Drama,27,Frontier House 27,2013,33,3304,3.7
63,4,Drama,48,Frontier Files 48,1991,35,3255,3.74
63,5,Drama,67,Witness City 67,1995,32,3248,3.88
64,1,Romance,61,Frontier City 61,2017,64,6568,3.19
64,2,Romance,108,Signal City,2018,60,6327,3.4
64,3,Romance,57,Witness Diaries 57,2018,52,5380,3.58
64,4,Romance,97,Archive Run 97,2015,50,5249,3.52
64,5,Romance,243,Pulse House 243,2005,49,5160,3.61
65,1,Crime,179,Midnight Road 179,2010,58,5842,3.31
65,2,Crime,291,Signal Dreams 291,2001,59,5547,3.42
65,3,Crime,205,Horizon Files,2018,49,5247,3.78
65,4,Crime,304,Horizon Protocol 304,1990,51,5140,3.9
65,5,Crime,152,Horizon Protocol 152,2016,52,5129,3.1
66,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
66,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
66,3,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
66,4,Thriller,66,Witness Season 66,1999,45,4510,3.36
66,5,Thriller,323,Circuit Stories 323,1990,46,4490,3.63
67,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
67,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
67,3,Action,336,Midnight Dreams 336,1991,62,6132,3.6
67,4,Action,122,Voyage House 122,2013,61,6103,3.39
67,5,Action,270,Circuit Files 270,2025,57,6034,3.84
68,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
68,2,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
68,3,Comedy,217,Witness Run 217,1998,52,5018,3.63
68,4,Comedy,45,Empire Run 45,2004,46,4702,3.67
68,5,Comedy,350,Empire Road 350,1999,49,4700,3.53
69,1,Thriller,302,Pulse House 302,2015,53,5684,3.28
69,2,Thriller,130,Frontier House 130,2011,49,5284,3.57
69,3,Thriller,254,Kingdom House 254,1992,50,4823,3.44
69,4,Thriller,232,Signal City 232,2019,49,4626,3.63
69,5,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
70,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
70,2,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
70,3,Sci-Fi,83,Circuit Protocol 83,1995,62,5789,3.65
70,4,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
70,5,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
71,1,Comedy,305,Frontier Dreams 305,2007,49,5190,3.57
71,2,Comedy,186,Archive House,1995,52,5033,3.58
71,3,Comedy,217,Witness Run 217,1998,52,5018,3.63
71,4,Comedy,45,Empire Run 45,2004,46,4702,3.67
71,5,Comedy,350,Empire Road 350,1999,49,4700,3.53
72,1,Action,294,Frontier Run 294,2011,65,6237,3.55
72,2,Action,336,Midnight Dreams 336,1991,62,6132,3.6
72,3,Action,122,Voyage House 122,2013,61,6103,3.39
72,4,Action,270,Circuit Files 270,2025,57,6034,3.84
72,5,Action,2,Signal Road,2001,55,5899,3.75
73,1,Action,101,Empire Dreams 101,2023,66,6436,3.17
73,2,Action,13,Frontier Stories 13,1993,61,6280,3.62
73,3,Action,122,Voyage House 122,2013,61,6103,3.39
73,4,Action,270,Circuit Files 270,2025,57,6034,3.84
73,5,Action,2,Signal Road,2001,55,5899,3.75
74,1,Thriller,254,Kingdom House 254,1992,50,4823,3.44
74,2,Thriller,232,Signal City 232,2019,49,4626,3.63
74,3,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
74,4,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
74,5,Thriller,66,Witness Season 66,1999,45,4510,3.36
75,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
75,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
75,3,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
75,4,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
75,5,Sci-Fi,228,Witness Road 228,2016,46,5054,3.33
76,1,Comedy,78,Midnight Files 78,2009,57,6133,3.6
76,2,Comedy,344,Empire Dreams 344,1993,45,5058,3.49
76,3,Comedy,186,Archive House,1995,52,5033,3.58
76,4,Comedy,217,Witness Run 217,1998,52,5018,3.63
76,5,Comedy,45,Empire Run 45,2004,46,4702,3.67
77,1,Documentary,117,Horizon Run 117,2010,58,5853,3.59
77,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
77,3,Documentary,338,Horizon Run 338,1993,57,5644,3.35
77,4,Documentary,224,Legacy House 224,1999,55,5111,3.58
77,5,Documentary,165,Kingdom Road 165,2008,53,5088,3.66
78,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
78,2,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
78,3,Documentary,338,Horizon Run 338,1993,57,5644,3.35
78,4,Documentary,222,Frontier Road 222,2025,52,5283,3.42
78,5,Documentary,224,Legacy House 224,1999,55,5111,3.58
79,1,Drama,246,Frontier House 246,1996,42,4743,3.57
79,2,Drama,283,Voyage Season 283,2005,37,3842,3.49
79,3,Drama,80,Kingdom Dreams,1991,34,3379,3.59
79,4,Drama,27,Frontier House 27,2013,33,3304,3.7
79,5,Drama,330,Signal Protocol 330,2024,29,3203,3.59
80,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
80,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
80,3,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
80,4,Sci-Fi,36,Pulse Run,1999,61,5807,3.54
80,5,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
81,1,Animation,213,Frontier Dreams 213,2020,70,7622,3.49
81,2,Animation,176,Witness City 176,2020,67,6803,3.6
81,3,Animation,196,Archive Dreams 196,1992,69,6770,3.33
81,4,Animation,134,Empire Road,1999,71,6580,3.56
81,5,Animation,39,Horizon City,2013,63,6425,3.38
82,1,Sci-Fi,169,Voyage House 169,2022,64,6660,3.55
82,2,Sci-Fi,253,Voyage Protocol 253,2002,65,6502,3.26
82,3,Sci-Fi,265,Voyage Run 265,2014,57,5967,3.86
82,4,Sci-Fi,202,Legacy Season 202,2018,56,5424,3.2
82,5,Sci-Fi,184,Pulse Dreams,2014,54,5177,3.5
83,1,Action,13,Frontier Stories 13,1993,61,6280,3.62
83,2,Action,294,Frontier Run 294,2011,65,6237,3.55
83,3,Action,336,Midnight Dreams 336,1991,62,6132,3.6
83,4,Action,122,Voyage House 122,2013,61,6103,3.39
83,5,Action,270,Circuit Files 270,2025,57,6034,3.84
84,1,Thriller,133,Signal Road 133,2021,48,5039,3.52
84,2,Thriller,254,Kingdom House 254,1992,50,4823,3.44
84,3,Thriller,232,Signal City 232,2019,49,4626,3.63
84,4,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
84,5,Thriller,323,Circuit Stories 323,1990,46,4490,3.63
85,1,Thriller,130,Frontier House 130,2011,49,5284,3.57
85,2,Thriller,133,Signal Road 133,2021,48,5039,3.52
85,3,Thriller,232,Signal City 232,2019,49,4626,3.63
85,4,Thriller,328,Witness Dreams 328,2014,50,4606,3.7
85,5,Thriller,199,Voyage Protocol 199,2007,46,4517,3.63
86,1,Horror,139,Circuit Run,2000,67,6192,3.64
86,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
86,3,Horror,135,Legacy Season 135,1996,59,5939,3.66
86,4,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
86,5,Horror,23,Frontier Protocol,2019,51,5585,3.76
87,1,Documentary,325,Pulse Protocol 325,2024,59,6282,3.44
87,2,Documentary,117,Horizon Run 117,2010,58,5853,3.59
87,3,Documentary,273,Voyage Protocol 273,2006,55,5687,3.73
87,4,Documentary,338,Horizon Run 338,1993,57,5644,3.35
87,5,Documentary,222,Frontier Road 222,2025,52,5283,3.42
88,1,Horror,139,Circuit Run,2000,67,6192,3.64
88,2,Horror,318,Signal Protocol 318,2018,53,5978,3.47
88,3,Horror,135,Legacy Season 135,1996,59,5939,3.66
88,4,Horror,163,Legacy Diaries 163,2021,58,5859,3.69
88,5,Horror,23,Frontier Protocol,2019,51,5585,3.76
